date,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment
2021-11-24 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-24 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-25 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-26 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-27 09:00:00,0.25,0.0,49.5,0.30769016918738784
2021-11-27 10:00:00,0.5,0.0,99.0,0.30769016918738784
2021-11-27 11:00:00,0.75,0.0,148.5,0.30769016918738784
2021-11-27 12:00:00,1.0,0.0,198.0,0.30769016918738784
2021-11-27 13:00:00,0.5,0.0,99.0,0.30769016918738784
2021-11-27 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-27 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-28 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-29 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-30 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-30 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-30 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-30 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-11-30 13:00:00,0.5,0.0,99.0,0.30769016918738784
2021-11-30 14:00:00,1.0,0.0,198.0,0.30769016918738784
2021-11-30 15:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 09:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 10:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 11:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 12:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-01 15:00:00,1.0,0.0,198.0,0.30769016918738784
2021-12-02 09:00:00,0.8,0.0,158.4,0.30769016918738784
2021-12-02 10:00:00,0.6,0.0,118.8,0.30769016918738784
2021-12-02 11:00:00,0.3999999999999999,0.0,79.19999999999999,0.30769016918738784
2021-12-02 12:00:00,0.1999999999999999,0.0,39.6,0.30769016918738784
2021-12-02 13:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-02 14:00:00,0.0,0.0,0.0,0.30769016918738784
2021-12-02 15:00:00,0.2,0.0,39.6,0.30769016918738784
