date,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment
2021-11-24 14:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-24 15:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 09:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 10:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 11:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 12:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 13:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 14:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-25 15:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 09:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 10:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 11:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 12:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 13:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 14:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-26 15:00:00,1.0,0.0,47.0,0.3533769802614714
2021-11-27 09:00:00,1.0,0.0,55.75,0.3533769802614714
2021-11-27 10:00:00,1.0,0.0,64.5,0.3533769802614714
2021-11-27 11:00:00,1.0,0.0,73.25,0.3533769802614714
2021-11-27 12:00:00,1.0,0.0,82.0,0.3533769802614714
2021-11-27 13:00:00,0.875,0.0,71.75,0.3533769802614714
2021-11-27 14:00:00,0.75,0.0,61.5,0.3533769802614714
2021-11-27 15:00:00,0.625,0.0,51.25,0.3533769802614714
2021-11-28 09:00:00,0.5,0.0,41.0,0.3533769802614714
2021-11-28 10:00:00,0.375,0.0,30.75,0.3533769802614714
2021-11-28 11:00:00,0.25,0.0,20.5,0.3533769802614714
2021-11-28 12:00:00,0.125,0.0,10.25,0.3533769802614714
2021-11-28 13:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-28 14:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-28 15:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-29 09:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-29 10:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-29 11:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-29 12:00:00,1.0,0.0,118.0,0.3533769802614714
2021-11-29 13:00:00,1.0,0.0,8272.0,0.3533769802614714
2021-11-29 14:00:00,2.0,0.0,4394.0,0.3533769802614714
2021-11-29 15:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-30 09:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-30 10:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-30 11:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-30 12:00:00,0.0,0.0,0.0,0.3533769802614714
2021-11-30 13:00:00,0.0,0.0,0.0,0.3533769802614714
