date,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment
2021-11-24 14:00:00,5.0,1.0,2233.0,0.30909311714944887
2021-11-24 15:00:00,7.0,2.0,23072.0,0.30909311714944887
2021-11-25 09:00:00,3.5,1.0,11536.0,0.30909311714944887
2021-11-25 10:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-25 11:00:00,0.5,0.0,4.5,0.30909311714944887
2021-11-25 12:00:00,1.0,0.0,9.0,0.30909311714944887
2021-11-25 13:00:00,1.0,0.0,3407.0,0.30909311714944887
2021-11-25 14:00:00,1.0,0.0,1707.5,0.30909311714944887
2021-11-25 15:00:00,1.0,0.0,8.0,0.30909311714944887
2021-11-26 09:00:00,1.0,0.0,34.0,0.30909311714944887
2021-11-26 10:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-26 11:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-26 12:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-26 13:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-26 14:00:00,3.0,1.0,64.0,0.30909311714944887
2021-11-26 15:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-27 09:00:00,1.0,0.0,2042.0,0.30909311714944887
2021-11-27 10:00:00,1.0,0.0,2042.3333333333333,0.30909311714944887
2021-11-27 11:00:00,1.0,0.0,2042.6666666666667,0.30909311714944887
2021-11-27 12:00:00,1.0,0.0,2043.0,0.30909311714944887
2021-11-27 13:00:00,2.0,0.0,93.0,0.30909311714944887
2021-11-27 14:00:00,1.0,0.0,2045.0,0.30909311714944887
2021-11-27 15:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 09:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 10:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 11:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 12:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 13:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 14:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-28 15:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-29 09:00:00,1.0,0.0,2050.0,0.30909311714944887
2021-11-29 10:00:00,1.0,0.0,11.0,0.30909311714944887
2021-11-29 11:00:00,1.0,0.0,12613.0,0.30909311714944887
2021-11-29 12:00:00,1.0,0.0,2050.0,0.30909311714944887
2021-11-29 13:00:00,2.0,0.0,30442.0,0.30909311714944887
2021-11-29 14:00:00,4.0,1.0,2304.0,0.30909311714944887
2021-11-29 15:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-30 09:00:00,1.0,0.0,2059.0,0.30909311714944887
2021-11-30 10:00:00,0.5,0.0,1029.5,0.30909311714944887
2021-11-30 11:00:00,0.0,0.0,0.0,0.30909311714944887
2021-11-30 12:00:00,1.0,0.0,2059.0,0.30909311714944887
2021-11-30 13:00:00,3.0,0.0,7004.0,0.30909311714944887
2021-11-30 14:00:00,4.0,1.0,2375.0,0.30909311714944887
2021-11-30 15:00:00,3.0,4.0,250.0,0.30909311714944887
2021-12-01 09:00:00,1.0,0.0,2060.0,0.30909311714944887
2021-12-01 10:00:00,1.0,0.0,1411.0,0.30909311714944887
2021-12-01 11:00:00,1.0,1.0,9.0,0.30909311714944887
2021-12-01 12:00:00,1.0,0.0,2063.0,0.30909311714944887
2021-12-01 13:00:00,2.0,0.0,3472.0,0.30909311714944887
2021-12-01 14:00:00,0.0,0.0,0.0,0.30909311714944887
2021-12-01 15:00:00,0.0,0.0,0.0,0.30909311714944887
2021-12-02 09:00:00,1.0,0.0,2063.0,0.30909311714944887
2021-12-02 10:00:00,0.0,0.0,0.0,0.30909311714944887
2021-12-02 11:00:00,0.0,0.0,0.0,0.30909311714944887
2021-12-02 12:00:00,1.0,0.0,2061.0,0.30909311714944887
2021-12-02 13:00:00,1.0,0.0,3444.0,0.30909311714944887
2021-12-02 14:00:00,4.0,2.0,207.0,0.30909311714944887
2021-12-02 15:00:00,5.0,3.0,853.0,0.30909311714944887
2021-12-03 09:00:00,1.0,0.0,2070.0,0.30909311714944887
2021-12-03 10:00:00,1.0,0.0,2071.333333333333,0.30909311714944887
2021-12-03 11:00:00,1.0,0.0,2072.6666666666665,0.30909311714944887
2021-12-03 12:00:00,1.0,0.0,2074.0,0.30909311714944887
2021-12-03 13:00:00,0.0,0.0,0.0,0.30909311714944887
2021-12-03 14:00:00,1.0,0.0,2075.0,0.30909311714944887
2021-12-03 15:00:00,1.0,0.0,0.0,0.30909311714944887
2021-12-04 09:00:00,2.0,0.0,2267.0,0.30909311714944887
